SimTicketID,Time,Level,State,Technician
244,7812.349297619824,2.0,Waiting for L2,
241,7822.349297619824,2.0,Finished L2,L2-Tech-2
244,7822.349297619824,2.0,In service at L2,L2-Tech-2
241,7822.349297619824,3.0,Waiting for L3,
241,7822.349297619824,3.0,In service at L3,L3-Tech-1
243,7822.44532615125,1.0,Finished L1,L1-Tech-3
247,7822.44532615125,1.0,In service at L1,L1-Tech-3
243,7822.44532615125,2.0,Waiting for L2,
245,7845.940859882931,1.0,Finished L1,L1-Tech-1
248,7845.940859882931,1.0,In service at L1,L1-Tech-1
245,7845.940859882931,2.0,Waiting for L2,
244,7857.349297619824,2.0,Finished L2,L2-Tech-2
243,7857.349297619824,2.0,In service at L2,L2-Tech-2
244,7857.349297619824,3.0,Waiting for L3,
250,7861.55347616436,,Arrived,
250,7861.55347616436,1.0,Waiting for L1,
247,7866.44532615125,1.0,Finished L1,L1-Tech-3
249,7866.44532615125,1.0,In service at L1,L1-Tech-3
247,7866.44532615125,,Completed,
249,7871.44532615125,1.0,Finished L1,L1-Tech-3
250,7871.44532615125,1.0,In service at L1,L1-Tech-3
249,7871.44532615125,,Completed,
246,7872.349297619824,1.0,Finished L1,L1-Tech-2
246,7872.349297619824,2.0,Waiting for L2,
251,7880.3965887986315,,Arrived,
251,7880.3965887986315,1.0,Waiting for L1,
251,7880.3965887986315,1.0,In service at L1,L1-Tech-2
241,7889.349297619824,3.0,Finished L3,L3-Tech-1
244,7889.349297619824,3.0,In service at L3,L3-Tech-1
241,7889.349297619824,,Completed,
248,7891.940859882931,1.0,Finished L1,L1-Tech-1
248,7891.940859882931,2.0,Waiting for L2,
242,7896.940859882931,2.0,Finished L2,L2-Tech-1
245,7896.940859882931,2.0,In service at L2,L2-Tech-1
242,7896.940859882931,,Completed,
245,7919.940859882931,2.0,Finished L2,L2-Tech-1
246,7919.940859882931,2.0,In service at L2,L2-Tech-1
245,7919.940859882931,3.0,Waiting for L3,
252,7923.4096872093505,,Arrived,
252,7923.4096872093505,1.0,Waiting for L1,
252,7923.4096872093505,1.0,In service at L1,L1-Tech-1
243,7953.349297619824,2.0,Finished L2,L2-Tech-2
248,7953.349297619824,2.0,In service at L2,L2-Tech-2
243,7953.349297619824,,Completed,
250,7969.44532615125,1.0,Finished L1,L1-Tech-3
250,7969.44532615125,2.0,Waiting for L2,
246,7975.940859882931,2.0,Finished L2,L2-Tech-1
250,7975.940859882931,2.0,In service at L2,L2-Tech-1
246,7975.940859882931,3.0,Waiting for L3,
252,7982.4096872093505,1.0,Finished L1,L1-Tech-1
252,7982.4096872093505,,Completed,
251,7989.3965887986315,1.0,Finished L1,L1-Tech-2
251,7989.3965887986315,2.0,Waiting for L2,
248,7992.349297619824,2.0,Finished L2,L2-Tech-2
251,7992.349297619824,2.0,In service at L2,L2-Tech-2
248,7992.349297619824,,Completed,
244,8000.349297619824,3.0,Finished L3,L3-Tech-1
245,8000.349297619824,3.0,In service at L3,L3-Tech-1
244,8000.349297619824,,Completed,
251,8015.349297619824,2.0,Finished L2,L2-Tech-2
251,8015.349297619824,3.0,Waiting for L3,
245,8025.349297619824,3.0,Finished L3,L3-Tech-1
246,8025.349297619824,3.0,In service at L3,L3-Tech-1
245,8025.349297619824,,Completed,
253,8062.542313528983,,Arrived,
253,8062.542313528983,1.0,Waiting for L1,
253,8062.542313528983,1.0,In service at L1,L1-Tech-3
254,8078.09698341622,,Arrived,
254,8078.09698341622,1.0,Waiting for L1,
254,8078.09698341622,1.0,In service at L1,L1-Tech-1
246,8078.349297619824,3.0,Finished L3,L3-Tech-1
251,8078.349297619824,3.0,In service at L3,L3-Tech-1
246,8078.349297619824,,Completed,
250,8083.940859882931,2.0,Finished L2,L2-Tech-1
250,8083.940859882931,,Completed,
255,8099.288742772565,,Arrived,
255,8099.288742772565,1.0,Waiting for L1,
255,8099.288742772565,1.0,In service at L1,L1-Tech-2
251,8122.349297619824,3.0,Finished L3,L3-Tech-1
251,8122.349297619824,,Completed,
256,8123.315070410378,,Arrived,
256,8123.315070410378,1.0,Waiting for L1,
257,8133.685267961449,,Arrived,
257,8133.685267961449,1.0,Waiting for L1,
255,8147.288742772565,1.0,Finished L1,L1-Tech-2
256,8147.288742772565,1.0,In service at L1,L1-Tech-2
255,8147.288742772565,2.0,Waiting for L2,
255,8147.288742772565,2.0,In service at L2,L2-Tech-2
254,8155.09698341622,1.0,Finished L1,L1-Tech-1
257,8155.09698341622,1.0,In service at L1,L1-Tech-1
254,8155.09698341622,,Completed,
258,8168.344426614429,,Arrived,
258,8168.344426614429,1.0,Waiting for L1,
253,8177.542313528983,1.0,Finished L1,L1-Tech-3
258,8177.542313528983,1.0,In service at L1,L1-Tech-3
253,8177.542313528983,2.0,Waiting for L2,
253,8177.542313528983,2.0,In service at L2,L2-Tech-1
257,8181.09698341622,1.0,Finished L1,L1-Tech-1
257,8181.09698341622,2.0,Waiting for L2,
258,8231.542313528982,1.0,Finished L1,L1-Tech-3
258,8231.542313528982,2.0,Waiting for L2,
255,8239.288742772565,2.0,Finished L2,L2-Tech-2
257,8239.288742772565,2.0,In service at L2,L2-Tech-2
255,8239.288742772565,,Completed,
253,8239.542313528982,2.0,Finished L2,L2-Tech-1
258,8239.542313528982,2.0,In service at L2,L2-Tech-1
253,8239.542313528982,3.0,Waiting for L3,
253,8239.542313528982,3.0,In service at L3,L3-Tech-1
253,8247.542313528982,3.0,Finished L3,L3-Tech-1
253,8247.542313528982,,Completed,
256,8256.288742772565,1.0,Finished L1,L1-Tech-2
256,8256.288742772565,2.0,Waiting for L2,
258,8269.542313528982,2.0,Finished L2,L2-Tech-1
256,8269.542313528982,2.0,In service at L2,L2-Tech-1
258,8269.542313528982,,Completed,
259,8280.120632296894,,Arrived,
259,8280.120632296894,1.0,Waiting for L1,
259,8280.120632296894,1.0,In service at L1,L1-Tech-1
257,8314.288742772565,2.0,Finished L2,L2-Tech-2
257,8314.288742772565,,Completed,
260,8318.175472229264,,Arrived,
260,8318.175472229264,1.0,Waiting for L1,
260,8318.175472229264,1.0,In service at L1,L1-Tech-3
260,8364.175472229264,1.0,Finished L1,L1-Tech-3
260,8364.175472229264,,Completed,
256,8367.542313528982,2.0,Finished L2,L2-Tech-1
256,8367.542313528982,,Completed,
259,8372.120632296894,1.0,Finished L1,L1-Tech-1
259,8372.120632296894,2.0,Waiting for L2,
259,8372.120632296894,2.0,In service at L2,L2-Tech-2
261,8402.165290746132,,Arrived,
261,8402.165290746132,1.0,Waiting for L1,
261,8402.165290746132,1.0,In service at L1,L1-Tech-2
262,8419.72260673203,,Arrived,
262,8419.72260673203,1.0,Waiting for L1,
262,8419.72260673203,1.0,In service at L1,L1-Tech-3
259,8440.120632296894,2.0,Finished L2,L2-Tech-2
259,8440.120632296894,,Completed,
263,8462.856596311454,,Arrived,
263,8462.856596311454,1.0,Waiting for L1,
263,8462.856596311454,1.0,In service at L1,L1-Tech-1
263,8469.856596311454,1.0,Finished L1,L1-Tech-1
263,8469.856596311454,2.0,Waiting for L2,
263,8469.856596311454,2.0,In service at L2,L2-Tech-1
261,8510.165290746132,1.0,Finished L1,L1-Tech-2
261,8510.165290746132,,Completed,
262,8528.72260673203,1.0,Finished L1,L1-Tech-3
262,8528.72260673203,,Completed,
263,8550.856596311454,2.0,Finished L2,L2-Tech-1
263,8550.856596311454,3.0,Waiting for L3,
263,8550.856596311454,3.0,In service at L3,L3-Tech-1
264,8553.013233807274,,Arrived,
264,8553.013233807274,1.0,Waiting for L1,
264,8553.013233807274,1.0,In service at L1,L1-Tech-1
264,8562.013233807274,1.0,Finished L1,L1-Tech-1
264,8562.013233807274,2.0,Waiting for L2,
264,8562.013233807274,2.0,In service at L2,L2-Tech-2
265,8563.701524460635,,Arrived,
265,8563.701524460635,1.0,Waiting for L1,
265,8563.701524460635,1.0,In service at L1,L1-Tech-2
266,8574.625608892797,,Arrived,
266,8574.625608892797,1.0,Waiting for L1,
266,8574.625608892797,1.0,In service at L1,L1-Tech-3
264,8598.013233807274,2.0,Finished L2,L2-Tech-2
264,8598.013233807274,,Completed,
267,8600.511403667268,,Arrived,
267,8600.511403667268,1.0,Waiting for L1,
267,8600.511403667268,1.0,In service at L1,L1-Tech-1
263,8612.856596311454,3.0,Finished L3,L3-Tech-1
263,8612.856596311454,,Completed,
268,8614.252325389989,,Arrived,
268,8614.252325389989,1.0,Waiting for L1,
266,8658.625608892797,1.0,Finished L1,L1-Tech-3
268,8658.625608892797,1.0,In service at L1,L1-Tech-3
266,8658.625608892797,2.0,Waiting for L2,
266,8658.625608892797,2.0,In service at L2,L2-Tech-1
269,8659.659375181542,,Arrived,
269,8659.659375181542,1.0,Waiting for L1,
268,8664.625608892797,1.0,Finished L1,L1-Tech-3
269,8664.625608892797,1.0,In service at L1,L1-Tech-3
268,8664.625608892797,,Completed,
265,8672.701524460635,1.0,Finished L1,L1-Tech-2
265,8672.701524460635,,Completed,
269,8696.625608892797,1.0,Finished L1,L1-Tech-3
269,8696.625608892797,,Completed,
267,8708.511403667268,1.0,Finished L1,L1-Tech-1
267,8708.511403667268,,Completed,
270,8716.508649825453,,Arrived,
270,8716.508649825453,1.0,Waiting for L1,
270,8716.508649825453,1.0,In service at L1,L1-Tech-2
271,8717.18526362545,,Arrived,
271,8717.18526362545,1.0,Waiting for L1,
271,8717.18526362545,1.0,In service at L1,L1-Tech-3
272,8719.074952991323,,Arrived,
272,8719.074952991323,1.0,Waiting for L1,
272,8719.074952991323,1.0,In service at L1,L1-Tech-1
273,8729.316552495024,,Arrived,
273,8729.316552495024,1.0,Waiting for L1,
271,8737.18526362545,1.0,Finished L1,L1-Tech-3
273,8737.18526362545,1.0,In service at L1,L1-Tech-3
271,8737.18526362545,2.0,Waiting for L2,
271,8737.18526362545,2.0,In service at L2,L2-Tech-2
266,8766.625608892797,2.0,Finished L2,L2-Tech-1
266,8766.625608892797,,Completed,
271,8775.18526362545,2.0,Finished L2,L2-Tech-2
271,8775.18526362545,,Completed,
274,8798.926005503112,,Arrived,
274,8798.926005503112,1.0,Waiting for L1,
275,8805.832328492741,,Arrived,
275,8805.832328492741,1.0,Waiting for L1,
270,8814.508649825453,1.0,Finished L1,L1-Tech-2
274,8814.508649825453,1.0,In service at L1,L1-Tech-2
270,8814.508649825453,,Completed,
272,8825.074952991323,1.0,Finished L1,L1-Tech-1
275,8825.074952991323,1.0,In service at L1,L1-Tech-1
272,8825.074952991323,,Completed,
273,8856.18526362545,1.0,Finished L1,L1-Tech-3
273,8856.18526362545,,Completed,
276,8875.534347540943,,Arrived,
276,8875.534347540943,1.0,Waiting for L1,
276,8875.534347540943,1.0,In service at L1,L1-Tech-3
277,8878.06913826766,,Arrived,
277,8878.06913826766,1.0,Waiting for L1,
274,8881.508649825453,1.0,Finished L1,L1-Tech-2
277,8881.508649825453,1.0,In service at L1,L1-Tech-2
274,8881.508649825453,2.0,Waiting for L2,
274,8881.508649825453,2.0,In service at L2,L2-Tech-1
278,8883.502215754135,,Arrived,
278,8883.502215754135,1.0,Waiting for L1,
276,8886.534347540943,1.0,Finished L1,L1-Tech-3
278,8886.534347540943,1.0,In service at L1,L1-Tech-3
276,8886.534347540943,2.0,Waiting for L2,
276,8886.534347540943,2.0,In service at L2,L2-Tech-2
275,8891.074952991323,1.0,Finished L1,L1-Tech-1
275,8891.074952991323,,Completed,
279,8914.690754465018,,Arrived,
279,8914.690754465018,1.0,Waiting for L1,
279,8914.690754465018,1.0,In service at L1,L1-Tech-1
280,8926.056997162656,,Arrived,
280,8926.056997162656,1.0,Waiting for L1,
279,8938.690754465018,1.0,Finished L1,L1-Tech-1
280,8938.690754465018,1.0,In service at L1,L1-Tech-1
279,8938.690754465018,,Completed,
276,8950.534347540943,2.0,Finished L2,L2-Tech-2
276,8950.534347540943,,Completed,
274,8968.508649825453,2.0,Finished L2,L2-Tech-1
274,8968.508649825453,3.0,Waiting for L3,
274,8968.508649825453,3.0,In service at L3,L3-Tech-1
281,8970.781768728137,,Arrived,
281,8970.781768728137,1.0,Waiting for L1,
277,8972.508649825453,1.0,Finished L1,L1-Tech-2
281,8972.508649825453,1.0,In service at L1,L1-Tech-2
277,8972.508649825453,,Completed,
278,8977.534347540943,1.0,Finished L1,L1-Tech-3
278,8977.534347540943,,Completed,
282,9020.74686168787,,Arrived,
282,9020.74686168787,1.0,Waiting for L1,
282,9020.74686168787,1.0,In service at L1,L1-Tech-3
280,9038.690754465018,1.0,Finished L1,L1-Tech-1
280,9038.690754465018,2.0,Waiting for L2,
280,9038.690754465018,2.0,In service at L2,L2-Tech-2
282,9045.74686168787,1.0,Finished L1,L1-Tech-3
282,9045.74686168787,2.0,Waiting for L2,
282,9045.74686168787,2.0,In service at L2,L2-Tech-1
274,9047.508649825453,3.0,Finished L3,L3-Tech-1
274,9047.508649825453,,Completed,
281,9054.508649825453,1.0,Finished L1,L1-Tech-2
281,9054.508649825453,2.0,Waiting for L2,
282,9060.74686168787,2.0,Finished L2,L2-Tech-1
281,9060.74686168787,2.0,In service at L2,L2-Tech-1
282,9060.74686168787,,Completed,
283,9084.367693432565,,Arrived,
283,9084.367693432565,1.0,Waiting for L1,
283,9084.367693432565,1.0,In service at L1,L1-Tech-1
280,9115.690754465018,2.0,Finished L2,L2-Tech-2
280,9115.690754465018,,Completed,
283,9130.367693432565,1.0,Finished L1,L1-Tech-1
283,9130.367693432565,,Completed,
281,9131.74686168787,2.0,Finished L2,L2-Tech-1
281,9131.74686168787,3.0,Waiting for L3,
281,9131.74686168787,3.0,In service at L3,L3-Tech-1
284,9156.393195951834,,Arrived,
284,9156.393195951834,1.0,Waiting for L1,
284,9156.393195951834,1.0,In service at L1,L1-Tech-3
284,9172.393195951834,1.0,Finished L1,L1-Tech-3
284,9172.393195951834,,Completed,
285,9209.048995275833,,Arrived,
285,9209.048995275833,1.0,Waiting for L1,
285,9209.048995275833,1.0,In service at L1,L1-Tech-2
286,9235.419827074204,,Arrived,
286,9235.419827074204,1.0,Waiting for L1,
286,9235.419827074204,1.0,In service at L1,L1-Tech-1
287,9249.382647267857,,Arrived,
287,9249.382647267857,1.0,Waiting for L1,
287,9249.382647267857,1.0,In service at L1,L1-Tech-3
281,9250.74686168787,3.0,Finished L3,L3-Tech-1
281,9250.74686168787,,Completed,
286,9305.419827074204,1.0,Finished L1,L1-Tech-1
286,9305.419827074204,,Completed,
285,9307.048995275833,1.0,Finished L1,L1-Tech-2
285,9307.048995275833,2.0,Waiting for L2,
285,9307.048995275833,2.0,In service at L2,L2-Tech-2
288,9320.858301348968,,Arrived,
288,9320.858301348968,1.0,Waiting for L1,
288,9320.858301348968,1.0,In service at L1,L1-Tech-1
287,9339.382647267857,1.0,Finished L1,L1-Tech-3
287,9339.382647267857,,Completed,
288,9345.858301348968,1.0,Finished L1,L1-Tech-1
288,9345.858301348968,2.0,Waiting for L2,
288,9345.858301348968,2.0,In service at L2,L2-Tech-1
288,9368.858301348968,2.0,Finished L2,L2-Tech-1
288,9368.858301348968,3.0,Waiting for L3,
288,9368.858301348968,3.0,In service at L3,L3-Tech-1
285,9373.048995275833,2.0,Finished L2,L2-Tech-2
285,9373.048995275833,3.0,Waiting for L3,
288,9381.858301348968,3.0,Finished L3,L3-Tech-1
285,9381.858301348968,3.0,In service at L3,L3-Tech-1
288,9381.858301348968,,Completed,
289,9389.821884785239,,Arrived,
289,9389.821884785239,1.0,Waiting for L1,
289,9389.821884785239,1.0,In service at L1,L1-Tech-2
289,9394.821884785239,1.0,Finished L1,L1-Tech-2
289,9394.821884785239,,Completed,
290,9397.871933421511,,Arrived,
290,9397.871933421511,1.0,Waiting for L1,
290,9397.871933421511,1.0,In service at L1,L1-Tech-3
291,9433.150017441058,,Arrived,
291,9433.150017441058,1.0,Waiting for L1,
291,9433.150017441058,1.0,In service at L1,L1-Tech-1
285,9446.858301348968,3.0,Finished L3,L3-Tech-1
285,9446.858301348968,,Completed,
291,9447.150017441058,1.0,Finished L1,L1-Tech-1
291,9447.150017441058,,Completed,
290,9456.871933421511,1.0,Finished L1,L1-Tech-3
290,9456.871933421511,2.0,Waiting for L2,
290,9456.871933421511,2.0,In service at L2,L2-Tech-1
292,9480.65531727853,,Arrived,
292,9480.65531727853,1.0,Waiting for L1,
292,9480.65531727853,1.0,In service at L1,L1-Tech-2
293,9486.845985772681,,Arrived,
293,9486.845985772681,1.0,Waiting for L1,
293,9486.845985772681,1.0,In service at L1,L1-Tech-1
294,9502.054627305157,,Arrived,
294,9502.054627305157,1.0,Waiting for L1,
294,9502.054627305157,1.0,In service at L1,L1-Tech-3
295,9505.078318445168,,Arrived,
295,9505.078318445168,1.0,Waiting for L1,
296,9509.140424723857,,Arrived,
296,9509.140424723857,1.0,Waiting for L1,
294,9526.054627305157,1.0,Finished L1,L1-Tech-3
295,9526.054627305157,1.0,In service at L1,L1-Tech-3
294,9526.054627305157,,Completed,
290,9530.871933421511,2.0,Finished L2,L2-Tech-1
290,9530.871933421511,,Completed,
293,9545.845985772681,1.0,Finished L1,L1-Tech-1
296,9545.845985772681,1.0,In service at L1,L1-Tech-1
293,9545.845985772681,2.0,Waiting for L2,
293,9545.845985772681,2.0,In service at L2,L2-Tech-2
292,9568.65531727853,1.0,Finished L1,L1-Tech-2
292,9568.65531727853,,Completed,
295,9570.054627305157,1.0,Finished L1,L1-Tech-3
295,9570.054627305157,2.0,Waiting for L2,
295,9570.054627305157,2.0,In service at L2,L2-Tech-1
296,9596.845985772681,1.0,Finished L1,L1-Tech-1
296,9596.845985772681,2.0,Waiting for L2,
